A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_9,A2_1
0,1,0,1,1,1,1,0,1,0
1,0,0,1,0,0,1,1,1,1
1,0,1,0,0,1,1,0,1,0
1,0,1,0,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0
0,1,0,1,1,1,0,1,1,1
1,0,1,0,1,1,0,1,1,0
1,1,1,1,1,0,1,1,1,1
1,0,0,1,0,1,0,1,0,1
0,1,0,1,0,1,0,1,0,1
0,1,1,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0,1,0,1
0,1,0,1,0,0,0,1,0,1
1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,0,0
1,0,1,0,1,1,0,1,0,0
1,1,0,0,0,0,1,1,1,0
1,1,1,1,1,0,0,1,0,1
0,1,0,1,0,0,0,1,0,1
0,1,0,1,0,0,0,1,0,1
1,1,0,1,1,1,0,1,0,1
1,1,1,1,0,1,1,1,0,0
0,1,0,1,1,0,0,1,1,1
0,1,1,1,1,1,0,0,0,1
1,0,1,0,0,1,0,1,0,1
0,1,0,1,1,1,0,1,1,1
0,1,0,1,1,0,0,1,1,1
1,0,0,0,0,0,1,0,1,0
1,0,0,1,1,1,0,1,1,1
1,1,0,0,1,0,1,0,0,0
0,1,0,1,0,1,1,1,1,0
1,1,0,1,1,0,1,1,1,0
0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,0,0,1,1,1
0,1,0,1,1,1,0,1,1,1
0,0,0,1,1,1,1,1,1,0
0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,1,0,1,0,1
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,1,1
0,0,1,0,1,1,1,1,1,0
1,1,0,0,0,1,0,1,0,1
0,1,1,1,1,0,0,1,1,1
1,0,0,1,0,0,0,1,0,1
1,0,0,1,1,0,1,1,1,0
1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,1,0,1,0
0,0,1,0,1,1,0,1,0,0
1,0,0,1,1,0,0,1,1,1
1,0,1,0,0,1,1,0,1,0
0,1,1,0,1,0,0,0,1,0
1,1,1,0,1,1,0,1,1,0
1,1,1,0,1,1,0,0,1,0
1,1,0,0,1,1,1,1,1,0
0,1,0,1,1,0,0,1,0,1
0,0,1,1,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,0,1,1,1
0,1,1,1,1,0,1,0,0,1
1,0,0,0,1,0,0,0,1,0
0,1,1,1,1,0,0,1,0,1
1,0,1,0,0,0,1,0,1,0
0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,0,1,1,1
1,0,1,0,0,1,1,0,1,0
1,0,1,0,0,1,0,0,0,1
0,0,1,0,0,1,1,0,1,0
1,0,1,0,1,1,1,1,0,1
1,0,1,0,0,1,1,0,1,0
0,1,0,1,0,0,0,0,1,0
1,0,1,0,0,1,0,1,1,0
1,1,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,1,1,0
1,0,1,0,1,1,1,0,0,0
0,1,0,1,0,0,1,1,0,1
0,1,0,1,0,0,0,1,1,1
0,1,0,1,0,0,0,1,1,1
0,1,0,1,1,1,0,0,1,1
0,0,0,1,1,0,1,1,1,1
0,1,0,1,1,1,0,1,0,0
0,0,1,1,1,0,1,1,0,1
0,1,0,1,1,1,0,1,0,1
1,1,0,1,1,0,0,1,1,1
1,0,0,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,1,0
1,0,1,0,0,1,1,0,1,0
1,0,0,1,1,1,0,1,1,1
0,1,0,1,1,0,0,1,1,1
0,1,0,0,1,1,0,1,1,1
1,0,0,0,0,0,1,0,1,0
0,1,0,1,1,0,0,1,1,1
1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,0,1,1,1
1,0,1,0,0,0,1,0,0,0
1,0,0,0,1,1,1,0,0,0
0,1,1,1,1,0,0,1,0,1
0,0,1,1,1,0,1,0,1,0
0,1,0,1,1,0,0,1,0,1
0,1,0,0,1,0,0,1,0,1
1,0,1,0,0,1,1,1,0,0
0,1,0,1,1,0,0,1,1,1
1,1,0,0,0,1,1,0,0,0
1,0,1,0,0,1,1,1,0,0
1,1,1,1,0,0,0,1,0,0
1,0,0,0,1,0,1,0,1,0
1,1,1,0,0,1,1,0,0,0
1,1,0,1,0,0,0,1,0,1
1,1,1,0,1,1,0,1,1,1
0,1,0,0,1,0,0,1,0,1
0,1,0,1,1,0,1,1,0,1
0,0,0,1,1,1,0,0,0,1
1,1,0,1,1,1,0,1,0,1
0,1,0,0,1,0,0,1,1,1
1,1,0,0,1,0,1,0,1,0
1,1,1,1,0,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,1,0,1,0,0,1,0,1,0
0,1,1,1,1,0,0,1,0,1
0,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,0,1,1
1,0,1,0,0,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0
0,1,0,1,1,1,0,1,1,1
0,1,1,1,1,0,0,0,0,1
1,1,1,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,1,0
1,1,0,1,0,0,1,1,1,1
1,0,1,0,0,1,1,0,1,0
0,1,0,1,0,0,0,1,0,0
0,1,0,1,1,0,0,1,1,0
1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
1,0,0,1,0,1,1,1,1,0
1,0,1,0,0,0,1,0,1,0
0,1,0,1,1,0,0,1,1,1
1,0,1,0,0,0,1,0,1,0
1,1,1,0,1,1,0,0,0,0
1,1,1,0,0,0,1,0,1,0
1,1,1,0,0,1,0,0,1,0
1,1,0,1,0,1,1,1,1,0
1,0,0,1,0,1,1,0,1,0
1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,1,0,0,1,0
1,0,0,0,1,1,0,1,1,1
0,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,0,1,0,1,0
0,1,0,1,1,1,1,1,0,1
1,1,1,0,0,1,1,0,1,0
1,0,1,0,1,0,0,1,0,1
0,1,0,0,1,0,1,1,1,0
1,0,1,0,1,0,1,0,0,0
0,0,1,1,0,1,1,0,0,0
1,0,1,0,0,1,1,0,0,0
1,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,1,1,0,0
1,0,0,1,1,0,0,1,1,1
1,0,1,0,0,0,1,0,1,0
1,1,0,1,1,1,1,0,1,0
0,1,0,1,0,0,1,0,1,0
0,1,1,1,1,1,1,1,1,0
0,0,1,0,1,0,0,0,1,1
1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,0,0
0,1,1,1,1,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,1,0
1,1,1,1,1,0,1,0,1,1
0,1,0,1,1,0,0,1,0,0
1,1,0,0,1,0,1,1,1,0
0,1,1,0,1,1,0,1,1,1
0,1,0,1,1,1,0,1,1,1
0,1,1,1,1,0,0,0,0,1
1,0,0,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,1
1,0,0,0,0,0,1,1,1,0
0,1,1,0,0,0,1,1,0,0
0,1,0,0,1,1,0,1,0,1
0,1,1,0,0,1,1,0,1,0
0,1,1,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1,1,0
1,0,0,0,1,0,1,0,1,1
1,1,1,0,0,1,0,1,1,0
1,1,0,1,1,0,0,1,0,1
1,1,1,0,0,0,1,1,1,1
0,1,0,1,1,0,1,1,1,1
1,0,0,0,1,1,1,0,1,0
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,1,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,0,0,1,0,0,1,0,1,0
0,1,0,1,1,0,1,1,0,1
0,1,0,1,1,0,0,1,0,1
0,1,1,1,1,0,0,1,0,1
1,0,1,0,0,1,1,1,1,0
1,0,1,0,0,1,1,0,1,0
0,1,1,0,0,0,1,1,1,0
1,0,1,1,0,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,1,0
1,1,0,0,0,1,0,1,1,0
1,1,0,1,1,1,1,1,1,1
1,1,1,0,0,0,1,1,1,0
0,1,1,0,1,0,1,0,1,0
1,0,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,1,1,0
1,1,0,1,0,0,1,1,0,0
1,0,1,1,1,1,1,1,1,0
1,1,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,1,1
1,1,1,1,0,0,1,1,1,0
1,1,0,1,0,0,0,1,0,1
1,1,1,0,1,1,1,1,1,0
1,0,1,0,0,1,1,0,1,0
1,0,0,0,0,0,1,0,1,0
0,1,1,0,1,0,1,0,1,0
1,1,1,1,0,0,1,1,1,0
0,0,1,0,1,1,1,0,1,0
1,0,1,0,0,1,1,0,1,0
0,0,1,1,0,0,0,1,1,1
1,1,0,0,0,0,1,1,1,0
1,0,1,0,0,1,1,1,1,0
1,1,0,0,0,0,1,0,1,0
0,1,0,1,1,0,0,0,1,1
1,0,1,0,1,0,1,1,0,0
1,0,1,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,1
1,0,1,1,0,1,1,1,1,0
1,0,0,1,0,0,1,1,0,0
0,1,0,1,0,0,0,1,1,1
1,0,1,1,0,0,0,0,1,0
1,0,1,0,0,1,1,0,0,0
1,0,1,0,0,1,1,1,0,0
0,0,0,0,1,0,0,1,1,0
0,1,1,0,0,0,0,1,0,1
1,0,0,1,1,1,1,1,1,1
1,0,0,0,1,1,1,0,1,0
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,0,0,0,1,0
1,0,1,0,1,0,0,1,1,0
0,0,1,1,1,1,1,1,0,0
1,0,1,0,1,0,0,0,0,0
1,0,1,1,0,0,0,1,0,1
1,0,1,1,0,1,0,0,0,0
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,0,0
1,0,0,1,0,1,0,1,0,1
0,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,1,0
1,0,1,0,1,1,0,1,1,1
1,0,1,0,1,0,1,1,0,1
1,1,0,1,1,0,1,1,1,1
1,1,0,1,0,0,0,1,1,1
1,0,1,1,1,0,1,1,0,1
1,1,0,1,0,1,0,1,1,1
1,0,0,0,0,0,1,1,1,0
0,0,0,1,1,0,1,1,1,1
1,0,0,0,0,1,0,1,0,0
1,1,0,0,0,0,1,1,1,0
0,1,1,0,0,0,0,1,0,0
1,1,0,0,0,0,1,0,1,0
1,1,1,0,1,0,1,1,1,0
1,0,1,0,0,0,1,0,1,1
1,1,0,0,1,0,1,1,1,1
1,0,1,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,1,0
1,1,0,1,1,0,0,1,1,1
0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,1,1
1,0,1,0,0,0,1,0,1,0
0,0,1,1,1,1,1,0,1,1
1,0,1,1,1,0,0,1,1,1
0,1,0,1,1,0,1,1,0,1
0,1,1,0,0,0,1,0,1,1
1,1,1,0,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,0,1,0,0,0,1,1,1,0
0,1,0,1,1,0,1,1,0,0
1,0,1,0,0,0,1,0,1,0
0,1,0,1,1,0,1,0,0,1
1,0,1,1,0,0,1,0,1,0
0,1,0,1,1,0,0,1,0,1
1,0,1,1,0,0,1,1,1,0
0,0,0,1,1,0,0,1,1,1
1,0,1,0,0,0,1,0,1,0
0,0,0,1,0,0,0,1,1,1
1,1,0,0,0,0,1,0,1,0
1,0,1,0,1,0,0,1,0,0
1,1,0,0,0,0,1,0,1,0
1,0,0,1,0,0,0,0,1,1
0,1,0,1,1,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0
0,1,0,1,0,0,1,1,1,0
0,1,0,1,1,0,1,1,0,1
1,1,0,0,0,1,1,1,1,0
1,0,1,1,0,1,1,0,1,1
1,1,0,1,1,0,1,1,1,1
0,0,0,1,1,0,1,1,0,1
1,1,1,0,0,0,1,0,1,0
0,1,0,1,0,0,0,1,1,0
1,1,1,1,0,1,0,1,1,0
0,1,0,1,1,0,0,0,1,1
1,0,0,1,0,0,1,1,1,1
1,1,1,1,1,0,1,1,1,1
1,0,0,0,1,1,1,0,0,0
1,1,1,1,1,0,1,1,0,1
1,0,1,0,1,1,0,1,1,0
0,0,1,0,1,1,1,1,1,0
0,0,1,1,1,0,0,1,0,1
1,0,1,1,1,0,1,1,1,1
1,0,0,1,1,1,0,1,1,1
1,0,0,1,1,0,0,1,0,1
1,0,1,0,0,0,1,1,0,1
0,1,1,0,0,0,0,1,1,1
1,0,1,0,0,0,1,0,1,0
0,1,1,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,1,0
1,0,1,0,0,1,1,1,0,0
1,1,0,1,0,1,1,0,1,0
1,0,1,0,0,1,1,0,0,0
1,0,0,0,1,0,1,1,0,1
0,1,1,1,1,0,1,1,1,1
1,1,1,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
0,0,0,0,1,0,1,1,1,1
1,1,1,1,1,0,0,1,0,1
1,0,1,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0
1,0,0,1,0,0,1,1,1,1
0,1,0,1,1,1,0,1,0,1
1,0,1,1,0,1,1,1,1,0
0,1,0,1,1,0,0,1,0,1
0,0,0,1,1,1,0,1,0,1
1,0,1,1,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1
0,0,1,1,1,0,1,1,1,1
1,0,0,1,0,1,0,0,1,1
1,0,1,0,0,1,1,1,1,0
1,1,1,1,1,1,0,0,1,1
0,1,0,1,1,0,0,1,1,1
1,0,0,1,0,1,1,0,1,0
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,0,1
1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,1,0,0,0
0,1,1,1,1,1,0,1,1,1
1,0,0,1,0,0,0,0,1,1
0,1,0,1,1,0,1,1,1,1
0,1,0,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,1,1
1,1,1,0,1,0,1,1,1,1
1,0,1,0,0,1,1,0,1,1
1,1,1,1,1,0,1,1,1,0
0,0,0,1,0,1,0,0,1,0
0,1,0,1,0,0,1,1,1,0
1,0,1,1,0,1,1,0,0,0
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,0,1,1,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,1
0,1,0,1,1,0,0,1,0,1
0,1,1,1,1,0,0,1,1,1
1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,0,0,1,1,1
1,0,1,0,0,1,1,0,0,0
1,0,0,1,0,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0
0,1,0,1,1,1,0,1,0,1
1,0,1,0,0,0,1,0,1,0
0,0,0,1,0,1,0,1,0,1
0,0,1,1,0,0,0,0,1,1
0,1,0,1,1,0,0,1,1,1
1,0,1,0,0,1,1,0,1,0
1,0,1,0,0,0,0,0,1,0
1,0,1,0,1,0,1,1,0,0
1,0,1,0,0,1,1,0,1,0
0,0,0,0,1,1,1,0,1,1
0,1,1,1,1,1,1,1,1,0
0,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,1
1,1,0,1,0,1,0,0,1,0
1,1,0,0,0,0,1,0,1,0
1,1,1,0,0,1,1,0,1,1
1,0,1,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,0,1
0,1,0,1,1,1,0,1,0,1
1,0,0,0,0,0,1,0,0,0
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,1,0
0,1,0,0,1,0,0,1,0,1
1,1,0,1,0,0,1,1,1,0
1,1,0,1,1,1,0,1,1,1
1,0,1,0,0,1,0,0,1,0
0,0,0,1,1,0,1,1,1,1
1,0,1,0,0,1,0,0,1,0
1,0,0,1,1,1,0,1,1,1
1,1,1,1,1,0,1,1,1,0
1,1,1,1,1,0,1,1,1,1
1,0,0,1,0,0,1,0,0,0
0,1,0,1,1,0,0,1,1,1
1,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,1,1,0
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,1,0
0,0,1,0,1,1,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,0,0,0,1,1,1,0
1,1,0,0,0,0,1,0,1,0
1,1,0,1,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1
1,1,1,0,1,0,1,0,0,0
1,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,1,0,0,0
1,1,1,0,1,0,1,1,1,0
1,0,0,1,1,1,0,1,1,1
1,0,0,1,1,1,1,1,0,0
1,0,1,0,0,1,1,0,0,0
1,0,0,1,1,0,0,1,1,1
0,0,0,0,1,0,0,1,0,1
0,1,0,1,1,1,0,1,0,1
1,0,0,1,0,1,1,1,1,0
0,0,0,1,1,1,1,0,0,1
0,1,1,1,1,1,0,1,1,1
0,1,1,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,1,1
1,0,1,1,1,0,1,1,1,1
1,0,1,0,0,1,1,0,1,0
0,1,0,1,1,0,0,1,0,1
1,1,1,0,1,0,1,0,1,0
0,1,0,1,1,0,0,1,0,1
1,0,1,0,0,0,1,1,1,0
0,1,0,0,1,0,0,1,1,1
0,0,1,1,0,1,1,0,0,0
1,0,1,0,0,1,1,1,1,0
1,1,0,0,0,0,1,0,1,0
1,0,1,1,0,1,1,0,1,0
1,0,1,0,0,1,0,1,0,0
1,1,0,1,0,0,1,0,1,0
0,1,1,0,1,0,1,0,0,1
1,0,1,0,0,0,1,1,1,0
1,0,1,0,1,0,1,0,1,0
1,0,1,1,0,0,1,1,1,0
0,0,1,1,0,0,1,0,1,0
1,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0,1,0
0,1,0,1,1,0,1,1,1,0
0,1,0,1,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,1
0,0,0,1,1,0,1,1,1,0
0,1,1,1,1,1,1,0,1,1
1,0,1,1,0,1,1,0,1,0
1,0,0,0,0,0,1,0,1,0
1,0,0,0,1,0,1,1,1,1
1,1,0,1,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,0,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,1,1,0
1,0,1,0,0,0,1,1,1,0
1,0,1,0,0,1,1,0,1,0
1,0,1,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,1,0
1,1,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,1,0
0,1,0,1,1,1,0,1,0,1
1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
0,1,0,1,1,1,0,1,0,1
1,1,0,1,1,0,0,1,0,1
1,1,0,0,0,0,1,0,1,0
0,0,1,0,0,0,1,0,1,0
1,0,1,1,0,0,1,0,1,0
0,1,0,1,1,0,0,1,1,0
1,0,1,0,0,0,0,0,0,1
1,1,1,1,1,0,1,0,0,1
1,1,0,1,1,0,0,1,0,1
1,0,1,1,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
1,1,1,1,1,0,0,1,0,1
1,0,0,0,1,1,1,0,0,0
0,1,1,1,0,0,1,0,0,0
0,1,1,1,1,1,1,0,1,1
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,1,0,1,0,0,1,1,1,0
0,1,0,1,0,1,0,1,1,1
0,1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,0,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,0,1,1,0,1,1,1,1
1,1,0,0,0,0,1,0,1,0
1,1,1,0,1,0,1,0,0,0
1,0,1,0,0,0,1,0,1,0
0,0,0,1,0,0,0,1,0,1
0,1,0,1,1,0,0,1,1,1
1,0,1,1,0,0,1,1,1,0
1,1,0,0,0,0,1,0,1,0
0,1,0,1,1,1,0,1,0,1
0,1,0,1,1,0,1,1,0,1
0,1,1,0,1,0,1,1,0,1
1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,0,0,1,1,1,1,0
1,1,0,1,0,0,1,0,1,0
1,0,1,0,0,1,1,0,0,0
1,0,1,0,1,0,0,1,1,0
1,0,0,1,1,1,0,1,1,1
0,1,1,0,0,0,1,0,1,0
1,1,0,1,0,0,0,1,0,1
1,1,0,1,0,0,1,1,0,1
1,0,1,0,0,1,1,0,1,0
1,0,1,1,0,1,1,1,1,0
0,0,1,0,0,1,0,1,0,0
1,0,1,0,1,1,1,1,0,0
0,1,1,0,0,0,0,1,1,1
1,1,1,0,0,0,1,0,1,0
1,0,0,1,1,1,0,1,0,1
1,0,1,0,0,1,1,0,1,0
1,0,1,1,0,0,1,0,1,0
1,0,1,0,0,1,1,1,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,0,0,0,1,0,1,0
1,0,1,0,0,1,1,0,0,0
1,1,0,1,0,1,1,1,0,1
1,0,1,1,0,0,1,0,1,0
1,0,1,0,1,1,1,1,1,0
1,0,1,0,0,1,1,1,0,0
1,0,1,0,0,1,1,1,1,0
0,1,0,0,0,1,1,1,1,0
0,1,0,1,1,0,0,1,0,1
1,1,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,1,1,0
1,1,1,0,0,0,1,1,1,0
0,1,1,1,1,0,0,1,1,1
1,0,1,0,0,1,0,1,0,0
1,0,1,0,1,0,1,0,1,0
1,0,1,1,0,0,1,0,1,0
1,0,0,1,1,0,0,1,0,1
1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,0,1,1,1,1,1,0,1,0
1,1,0,1,0,0,1,1,0,0
0,1,0,1,1,0,0,1,0,1
1,0,0,0,0,1,1,0,1,0
1,1,1,1,1,0,1,1,1,1
0,1,0,1,1,0,0,1,0,1
1,1,1,0,0,1,1,0,1,0
1,0,1,1,0,0,1,1,1,0
1,0,1,1,0,1,1,0,1,0
1,1,0,1,1,0,1,0,1,1
0,1,1,1,1,0,1,1,1,0
1,0,0,1,1,0,1,1,1,0
0,1,0,1,1,0,1,1,1,0
0,0,0,0,1,0,1,0,1,0
0,0,0,1,1,0,0,0,0,1
1,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,1,0
0,1,0,1,1,0,0,1,0,1
1,1,1,0,0,0,1,0,1,0
0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,0,0,1,1,0
0,1,0,1,1,0,0,1,1,1
1,0,1,0,0,1,1,0,1,0
1,1,1,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,0,0,0,1,0,1,0
1,0,0,0,0,0,1,0,1,0
1,0,1,1,0,0,0,1,1,0
1,0,1,0,0,1,1,0,1,0
0,1,0,0,1,1,0,1,1,1
1,1,0,0,1,1,0,1,0,1
1,0,1,0,1,1,1,0,1,1
1,1,0,0,0,1,1,0,1,0
1,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,1,1,1,0
0,0,0,0,1,0,1,1,1,1
1,1,0,0,1,0,1,1,1,0
0,0,0,1,1,0,0,1,1,1
1,0,1,1,0,1,0,1,0,0
0,1,0,1,1,0,0,1,0,1
0,1,0,1,0,0,1,0,1,0
1,0,0,1,0,1,0,1,1,0
0,0,0,1,0,1,1,1,1,0
0,1,1,1,1,0,1,0,1,0
0,0,1,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1
0,1,0,1,1,0,0,1,1,1
1,0,0,0,1,0,0,0,1,0
0,1,0,0,0,0,1,1,1,0
1,1,0,0,0,0,1,0,1,0
0,0,1,1,1,1,1,0,1,1
0,1,0,0,1,0,1,1,1,1
0,0,0,1,1,0,0,1,1,1
1,0,1,1,0,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0
1,0,0,1,0,1,1,0,1,0
1,1,1,1,0,0,1,0,1,0
1,0,0,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
0,1,1,1,1,0,0,1,0,1
1,0,1,0,0,1,0,1,1,0
1,1,0,0,0,0,1,0,1,0
1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,0,1,0,1,1
1,0,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,0,1
1,1,1,1,0,0,1,0,1,0
1,0,0,1,0,0,1,1,1,0
1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,1
0,0,1,1,1,1,0,0,1,0
1,1,1,0,1,0,1,0,0,0
1,1,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,0,0,1,0,1
1,1,0,0,0,0,1,0,1,0
1,1,1,1,1,0,1,0,1,1
1,1,0,0,0,0,1,0,1,0
0,1,1,1,1,0,0,1,0,1
1,1,1,1,1,0,1,1,1,1
1,1,0,0,0,1,1,1,1,0
0,1,1,1,1,0,0,1,0,1
1,0,1,0,0,1,0,0,1,0
0,0,0,1,1,0,1,1,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,0,0
1,1,1,1,0,0,0,0,1,0
1,0,0,0,0,1,1,1,0,0
1,0,0,0,0,0,1,0,1,0
1,1,1,0,0,0,1,1,0,0
0,1,1,1,1,0,0,1,1,1
1,0,0,1,0,1,0,1,0,0
1,1,1,0,0,1,1,0,1,0
1,0,1,0,0,1,1,0,0,0
1,0,1,0,1,1,1,0,1,0
1,0,1,0,0,0,1,0,1,0
0,1,1,0,1,1,0,1,0,1
1,1,0,0,0,0,1,0,0,0
1,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,0
0,0,1,1,1,0,1,1,1,0
0,0,1,0,0,1,1,1,0,0
1,0,1,0,0,0,1,0,0,1
1,1,1,0,0,0,0,0,1,0
1,1,1,1,0,0,1,0,1,0
1,0,1,0,0,1,1,0,1,0
1,1,1,1,0,0,1,0,1,0
1,0,1,1,0,0,1,0,1,0
1,1,1,1,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1
1,1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,1,0
1,0,1,0,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,0
0,0,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,0
1,0,1,1,1,1,1,0,0,1
0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,1
1,0,1,1,0,1,1,0,1,0
1,0,1,0,0,0,1,0,1,0
1,1,1,1,1,0,1,0,1,0
0,1,0,1,1,0,0,1,0,1
0,1,0,1,1,0,0,1,0,1
1,0,1,1,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,0
1,1,0,1,1,0,1,1,1,1
1,0,1,1,0,0,1,0,1,0
0,1,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,1,1
1,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,1,0,1,0
0,1,1,1,1,0,0,1,1,1
1,0,1,0,0,1,1,0,1,0
1,1,1,1,1,0,1,1,1,0
0,1,0,1,1,1,0,1,1,1
