"CaseID","Survey","Age","Sex","HispanicLatino","Race","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6"
"Survey1Emerging000759","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000760","S1",23,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000761","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000762","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000763","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000764","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000765","S1",22,1,0,"Multiple races",1,0,0,0,1,0
"Survey1Emerging000766","S1",20,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000767","S1",20,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000768","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000769","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000770","S1",18,1,0,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000771","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000772","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000773","S1",23,1,0,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000774","S1",24,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000775","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000776","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000777","S1",18,1,0,"Multiple races",1,0,0,0,1,0
"Survey1Emerging000778","S1",19,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000779","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000780","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000781","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000782","S1",24,1,0,"Choose one or more races that you consider yourself to be. - Asian or Asian American",0,0,0,1,0,0
"Survey1Emerging000783","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000784","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000785","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000786","S1",25,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000787","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000788","S1",19,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000789","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000790","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000791","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000792","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000793","S1",20,1,0,"Multiple races",1,1,1,0,1,0
"Survey1Emerging000794","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000795","S1",23,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000796","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000797","S1",20,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000798","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000799","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000800","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000801","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000802","S1",23,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000803","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000804","S1",22,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000805","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000806","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000807","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000808","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000809","S1",20,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000810","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000811","S1",19,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000812","S1",23,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000813","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000814","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000815","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000816","S1",25,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000817","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000818","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000819","S1",20,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000820","S1",24,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000821","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000822","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000823","S1",21,1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000824","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000825","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000826","S1",24,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000827","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000828","S1",22,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000829","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000830","S1",24,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000831","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000832","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000833","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000834","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000835","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000836","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000837","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000838","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000839","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000840","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000841","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000842","S1",19,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000843","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000844","S1",20,-1,0,"Multiple races",1,0,1,0,0,0
"Survey1Emerging000845","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Asian or Asian American",0,0,0,1,0,0
"Survey1Emerging000846","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000847","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000848","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Asian or Asian American",0,0,0,1,0,0
"Survey1Emerging000849","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000850","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000851","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000852","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000853","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000854","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000855","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000856","S1",22,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000857","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000858","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000859","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000860","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000861","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000862","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000863","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000864","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000865","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000866","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000867","S1",18,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000868","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000869","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000870","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000871","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000872","S1",21,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000873","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000874","S1",18,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000875","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000876","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000877","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000878","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000879","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000880","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000881","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000882","S1",25,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000883","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000884","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000885","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000886","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000887","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000888","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000889","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000890","S1",25,1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000891","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000892","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000893","S1",18,-1,0,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000894","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000895","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000896","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000897","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000898","S1",22,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000899","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000900","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000901","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000902","S1",19,1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000903","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000904","S1",25,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000905","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000906","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000907","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000908","S1",18,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000909","S1",22,-1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000910","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000911","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000912","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000913","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000914","S1",20,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000915","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000916","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000917","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000918","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000919","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000920","S1",23,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000921","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000922","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000923","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000924","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000925","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000926","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000927","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000928","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000929","S1",18,-1,1,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000930","S1",23,-1,1,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000931","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000932","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000933","S1",24,-1,1,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000934","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000935","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000936","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000937","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000938","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000939","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000940","S1",24,-1,0,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000941","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000942","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000943","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000944","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000945","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000946","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000947","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000948","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000949","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000950","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000951","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000952","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000953","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000954","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000955","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000956","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000957","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000958","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000959","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000960","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000961","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000962","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000963","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000964","S1",19,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000965","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000966","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000967","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000968","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000969","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000970","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000971","S1",22,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000972","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000973","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000974","S1",18,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000975","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000976","S1",20,1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000977","S1",19,-1,0,"Multiple races",1,1,0,0,0,0
"Survey1Emerging000978","S1",19,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000979","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000980","S1",23,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000981","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000982","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000983","S1",18,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000984","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - Black or African American",0,1,0,0,0,0
"Survey1Emerging000985","S1",24,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000986","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000987","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000988","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000989","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000990","S1",20,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000991","S1",25,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
"Survey1Emerging000992","S1",21,-1,0,"Choose one or more races that you consider yourself to be. - White or Caucasian",1,0,0,0,0,0
